contrato,fatura_on_line,metodo_pagamento,gasto_mensal,gasto_total,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_cabo,streaming_filmes,servico_telefone,multiplas_linhas,genero,idoso_maior_65,possui_parceira,dependentes,tempo_contrato,id_cliente,evadido,compras_diarias,evadido_numerico
month-to-month,1,electronic check,100.95,329.95,fiber optic,0,0,1,0,yes,yes,1,1,male,0,0,0,3,6023-yebup,1,3.365,1
two year,1,bank transfer (automatic),25.2,1798.9,no,0,0,0,0,no internet service,no internet service,1,1,male,0,1,1,72,6024-ruggh,0,0.84,0
month-to-month,1,mailed check,25.65,440.2,dsl,0,0,0,0,no,no,0,0,male,0,0,0,17,6029-csmje,0,0.855,0
month-to-month,1,electronic check,101.1,3744.05,fiber optic,0,0,1,0,yes,yes,1,1,male,1,0,0,37,6029-wtipc,1,3.3699999999999997,1
month-to-month,1,electronic check,110.85,3204.4,fiber optic,0,1,1,1,yes,yes,1,1,female,1,1,0,28,6030-rehux,0,3.695,0
month-to-month,1,mailed check,25.1,25.1,dsl,0,0,0,0,no,no,0,0,female,0,0,0,1,6032-igaln,1,0.8366666666666667,1
month-to-month,1,electronic check,90.25,2755.35,fiber optic,0,0,0,0,yes,yes,1,0,male,0,0,0,30,6032-krxxo,1,3.0083333333333333,1
month-to-month,1,mailed check,75.65,399.45,fiber optic,0,0,0,1,no,no,1,0,female,0,0,0,5,6034-ymtob,0,2.521666666666667,0
two year,1,electronic check,54.2,3937.45,dsl,0,1,1,0,yes,yes,0,0,female,0,1,0,72,6034-zrycv,1,1.8066666666666669,1
month-to-month,0,bank transfer (automatic),54.65,1830.1,dsl,0,1,0,1,no,no,1,0,female,1,0,0,32,6035-bxtty,0,1.8216666666666665,0
two year,1,bank transfer (automatic),97.2,5129.45,fiber optic,0,1,0,0,yes,yes,1,1,female,0,0,0,54,6035-riiom,0,3.24,0
month-to-month,0,mailed check,19.6,314.45,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,0,16,6036-ttfyu,0,0.6533333333333334,0
month-to-month,1,mailed check,75.0,999.45,fiber optic,0,0,0,0,no,no,1,1,female,0,0,0,13,6037-wpjrp,,2.5,2
month-to-month,1,credit card (automatic),54.15,1240.25,dsl,0,1,1,0,yes,yes,0,0,female,0,0,0,24,6038-gcyec,1,1.805,1
month-to-month,0,mailed check,19.85,19.85,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,1,6039-rvsjv,,0.6616666666666667,2
month-to-month,0,mailed check,19.6,299.4,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,15,6040-cgacy,0,0.6533333333333334,0
one year,0,electronic check,59.8,2343.85,dsl,1,1,1,0,no,no,1,0,male,0,1,1,39,6047-suhpr,0,1.9933333333333332,0
month-to-month,1,electronic check,69.7,316.9,fiber optic,0,0,0,0,no,no,1,0,male,0,0,0,5,6047-yhpvi,1,2.3233333333333333,1
two year,1,electronic check,19.75,899.45,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,0,41,6048-njxhx,0,0.6583333333333333,0
month-to-month,1,credit card (automatic),56.55,118.25,dsl,0,1,0,0,no,no,1,1,female,1,0,0,2,6048-qbxkl,0,1.885,0
two year,0,credit card (automatic),105.4,6998.95,fiber optic,0,1,0,1,yes,yes,1,1,female,1,1,0,69,6048-uwkal,0,3.5133333333333336,0
two year,0,bank transfer (automatic),105.35,7240.65,fiber optic,0,0,1,1,yes,yes,1,1,female,0,1,0,69,6050-ffxes,0,3.5116666666666663,0
one year,1,electronic check,106.5,7397.0,fiber optic,0,1,1,0,yes,yes,1,1,female,0,1,1,70,6050-ijrhs,0,3.55,0
one year,0,credit card (automatic),19.15,998.1,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,55,6051-ptvns,0,0.6383333333333333,0
month-to-month,1,mailed check,84.85,415.55,fiber optic,0,0,1,0,yes,no,1,0,female,1,0,0,5,6060-drtnl,1,2.828333333333333,1
two year,0,credit card (automatic),19.85,1433.8,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,0,70,6060-qbmgv,0,0.6616666666666667,0
one year,0,mailed check,70.2,2894.55,dsl,1,1,1,0,yes,no,1,0,male,0,0,1,41,6061-gwwav,0,2.3400000000000003,0
one year,0,credit card (automatic),19.9,527.5,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,25,6061-pqhmk,0,0.6633333333333333,0
one year,0,credit card (automatic),57.2,1423.35,dsl,1,0,0,1,no,no,1,0,male,0,1,1,23,6064-pupmc,0,1.9066666666666667,0
two year,0,bank transfer (automatic),52.85,1498.65,dsl,1,1,0,0,no,no,1,0,female,0,0,0,27,6064-zatlr,0,1.7616666666666667,0
month-to-month,1,credit card (automatic),111.05,7107.0,fiber optic,1,1,1,0,yes,yes,1,1,female,0,0,0,65,6067-ngceu,0,3.7016666666666667,0
one year,0,bank transfer (automatic),20.25,488.25,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,22,6072-nuqcb,0,0.675,0
one year,1,mailed check,98.3,6066.55,fiber optic,0,1,1,1,yes,no,1,1,male,1,1,0,61,6072-yublx,,3.2766666666666664,2
month-to-month,1,bank transfer (automatic),49.75,2535.55,dsl,1,0,0,0,no,no,1,0,female,0,0,0,52,6075-qmnrr,0,1.6583333333333334,0
month-to-month,1,credit card (automatic),95.1,3691.2,fiber optic,0,1,1,0,no,yes,1,1,male,0,0,0,38,6075-slnil,0,3.17,0
month-to-month,1,electronic check,70.15,194.2,fiber optic,0,0,0,0,no,no,1,0,female,0,0,0,3,6077-bdpxa,0,2.3383333333333334,0
month-to-month,0,bank transfer (automatic),70.45,849.1,fiber optic,0,0,0,0,no,no,1,0,male,1,1,0,13,6078-vesfr,0,2.3483333333333336,0
two year,0,mailed check,24.75,1234.6,no,0,0,0,0,no internet service,no internet service,1,1,male,0,0,0,51,6080-lnesi,0,0.825,0
month-to-month,1,electronic check,81.2,3292.3,fiber optic,0,0,1,0,no,no,1,1,male,0,1,1,40,6080-tcmyc,0,2.7066666666666666,0
month-to-month,0,mailed check,19.25,331.35,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,18,6082-gljix,0,0.6416666666666667,0
one year,0,mailed check,19.65,436.9,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,23,6082-oqfba,0,0.6549999999999999,0
month-to-month,0,credit card (automatic),80.15,80.15,fiber optic,0,0,0,0,no,yes,1,0,female,0,0,0,1,6086-esgrl,1,2.671666666666667,1
month-to-month,1,electronic check,88.45,1422.1,fiber optic,0,0,1,0,no,yes,1,1,female,0,0,0,16,6087-mvhjh,1,2.9483333333333333,1
two year,0,mailed check,68.15,4808.7,dsl,1,1,1,1,no,no,1,1,male,0,1,0,72,6087-ypwho,0,2.271666666666667,0
month-to-month,1,electronic check,98.85,3089.6,fiber optic,0,1,0,0,yes,yes,1,1,female,0,1,1,32,6088-bxmrg,0,3.295,0
month-to-month,1,credit card (automatic),79.2,2854.95,dsl,1,0,1,1,yes,yes,1,0,male,0,0,0,36,6092-qzvpp,0,2.64,0
one year,1,credit card (automatic),54.45,3674.95,dsl,1,0,1,0,no,no,1,0,female,0,0,0,68,6094-zivkx,0,1.8150000000000002,0
one year,0,mailed check,24.9,1595.5,no,0,0,0,0,no internet service,no internet service,1,1,female,0,1,1,64,6096-egvtu,0,0.83,0
one year,1,credit card (automatic),102.45,6615.15,fiber optic,0,1,1,0,yes,yes,1,1,female,0,1,1,66,6097-eqisj,1,3.415,1
one year,1,bank transfer (automatic),20.05,505.9,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,26,6100-fjzdg,0,0.6683333333333333,0
month-to-month,1,electronic check,92.55,1515.1,fiber optic,0,0,0,0,yes,yes,1,1,male,0,1,1,17,6100-qqheb,1,3.085,1
month-to-month,0,mailed check,94.5,575.45,fiber optic,0,0,1,0,yes,yes,1,0,male,0,0,1,6,6101-imrmm,1,3.15,1
month-to-month,1,electronic check,80.7,2193.0,fiber optic,0,0,1,0,no,no,1,1,female,0,0,0,26,6103-bocou,0,2.69,0
two year,1,credit card (automatic),99.5,5861.75,fiber optic,0,0,1,0,yes,yes,1,1,male,0,1,1,59,6103-lianb,0,3.316666666666667,0
month-to-month,0,bank transfer (automatic),56.25,2419.55,dsl,1,0,0,1,no,no,1,0,female,0,1,1,44,6103-qckfx,0,1.875,0
month-to-month,1,electronic check,97.95,384.5,fiber optic,0,1,0,0,yes,yes,1,1,female,0,1,1,4,6108-oqzdq,1,3.265,1
month-to-month,0,electronic check,79.25,267.6,fiber optic,0,0,0,0,yes,no,1,0,male,0,0,0,3,6110-ohihy,1,2.6416666666666666,1
month-to-month,1,mailed check,19.3,279.3,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,13,6112-kthfq,0,0.6433333333333333,0
one year,0,credit card (automatic),39.5,1082.75,dsl,1,1,0,1,no,no,0,0,female,0,0,0,29,6114-tcfid,0,1.3166666666666667,0
two year,0,bank transfer (automatic),65.5,4919.7,dsl,1,1,1,1,yes,yes,0,0,female,0,1,0,72,6115-ztbfq,0,2.183333333333333,0
month-to-month,1,electronic check,100.45,3414.65,fiber optic,0,0,1,0,yes,yes,1,1,female,0,1,0,34,6116-rfvhn,0,3.3483333333333336,0
two year,0,mailed check,38.25,1755.35,dsl,1,0,1,1,no,no,0,0,male,0,0,0,46,6119-spudb,0,1.275,0
two year,1,credit card (automatic),79.95,4819.75,dsl,1,0,1,1,yes,yes,1,0,female,1,1,0,62,6120-rjklu,0,2.665,0
one year,0,bank transfer (automatic),83.0,5243.05,dsl,1,1,1,1,yes,no,1,1,female,1,0,0,63,6121-tnhbo,0,2.7666666666666666,0
month-to-month,1,mailed check,19.1,19.1,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,1,6121-vznqb,1,0.6366666666666667,1
two year,0,mailed check,35.75,830.8,dsl,1,0,0,1,no,no,0,0,male,0,0,1,24,6122-efvkn,0,1.1916666666666667,0
two year,1,credit card (automatic),90.15,6237.05,dsl,1,1,1,1,yes,yes,1,1,male,0,1,1,70,6122-ljada,0,3.0050000000000003,0
month-to-month,0,mailed check,19.75,19.75,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,1,6124-acrhj,0,0.6583333333333333,0
month-to-month,1,electronic check,84.95,1378.25,fiber optic,0,0,0,0,yes,no,1,1,female,0,1,0,16,6127-isgtu,1,2.8316666666666666,1
month-to-month,1,mailed check,45.85,45.85,dsl,0,0,0,0,no,no,1,0,male,1,0,0,1,6127-iyjoz,0,1.5283333333333333,0
month-to-month,1,electronic check,53.95,2215.4,dsl,0,1,1,0,yes,yes,0,0,male,1,1,0,41,6128-aqbmt,0,1.7983333333333333,0
month-to-month,1,electronic check,45.65,45.65,dsl,0,0,0,0,no,no,1,0,female,0,0,0,1,6128-czomy,1,1.5216666666666667,1
month-to-month,1,credit card (automatic),44.85,2564.95,dsl,0,0,0,0,yes,yes,0,0,female,0,0,0,56,6128-dafvy,0,1.495,0
month-to-month,1,electronic check,59.6,2094.9,dsl,1,0,1,0,no,no,1,1,male,0,0,0,35,6131-foyas,0,1.9866666666666668,0
month-to-month,0,mailed check,20.2,382.2,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,19,6131-iunxn,0,0.6733333333333333,0
month-to-month,1,mailed check,20.3,275.4,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,13,6131-jlwzm,0,0.6766666666666666,0
month-to-month,1,electronic check,35.2,607.3,dsl,0,0,1,1,no,no,0,0,female,0,0,0,18,6133-ozile,0,1.1733333333333333,0
two year,0,bank transfer (automatic),23.4,1429.65,no,0,0,0,0,no internet service,no internet service,1,1,male,0,0,0,62,6134-kwtbv,0,0.7799999999999999,0
month-to-month,1,electronic check,53.65,404.35,dsl,1,0,0,0,no,no,1,1,female,0,0,0,7,6135-ozqva,0,1.7883333333333333,0
month-to-month,1,electronic check,44.8,2104.55,dsl,1,1,0,0,yes,no,0,0,female,0,0,0,48,6137-mfajn,0,1.4933333333333332,0
month-to-month,1,mailed check,94.05,518.75,fiber optic,0,1,1,0,yes,no,1,1,female,0,1,1,6,6137-nicco,0,3.135,0
two year,1,bank transfer (automatic),20.05,1198.05,no,0,0,0,0,no internet service,no internet service,1,0,male,1,0,0,64,6139-zzrbq,0,0.6683333333333333,0
month-to-month,1,mailed check,71.55,71.55,fiber optic,0,0,0,0,no,no,1,0,male,0,0,0,1,6140-qnrqq,1,2.385,1
month-to-month,0,mailed check,19.65,19.65,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,1,6141-ooxuq,1,0.6549999999999999,1
month-to-month,1,bank transfer (automatic),44.35,44.35,dsl,0,0,0,0,no,no,1,0,female,0,1,1,1,6142-vsjqo,1,1.4783333333333333,1
month-to-month,1,credit card (automatic),45.8,436.2,dsl,0,0,0,0,no,no,1,0,male,0,0,0,10,6143-jqkea,0,1.5266666666666666,0
month-to-month,0,bank transfer (automatic),44.15,44.15,dsl,0,0,0,0,no,no,1,0,female,0,0,0,1,6145-nnpno,0,1.4716666666666667,0
month-to-month,0,mailed check,20.05,669.45,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,0,33,6147-cbcra,0,0.6683333333333333,0
one year,0,bank transfer (automatic),58.25,3975.7,dsl,1,0,0,1,no,no,1,1,female,0,1,0,68,6152-onasv,0,1.9416666666666667,0
one year,1,credit card (automatic),87.15,2274.1,fiber optic,1,0,1,1,no,no,1,0,female,0,0,0,26,6156-uzdlf,0,2.9050000000000002,0
one year,0,bank transfer (automatic),24.1,259.8,dsl,0,0,0,0,no,no,0,0,male,0,1,0,9,6158-dwpzt,1,0.8033333333333333,1
month-to-month,0,mailed check,25.35,25.35,dsl,0,0,0,0,no,no,0,0,male,0,0,0,1,6158-hdpxz,0,0.8450000000000001,0
one year,0,electronic check,85.45,6300.85,dsl,1,0,1,1,yes,yes,1,1,male,0,1,1,71,6161-erdgd,0,2.8483333333333336,0
month-to-month,1,electronic check,79.9,260.9,fiber optic,0,0,0,0,yes,no,1,0,male,1,0,0,3,6161-uuuta,1,2.6633333333333336,1
two year,0,bank transfer (automatic),53.95,3888.65,dsl,1,1,1,1,yes,no,0,0,male,0,0,0,71,6164-haqtx,0,1.7983333333333333,0
month-to-month,0,mailed check,19.85,119.3,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,6,6164-hxugh,0,0.6616666666666667,0
month-to-month,0,bank transfer (automatic),69.75,144.55,fiber optic,0,0,0,0,no,no,1,0,female,0,0,0,2,6166-ilmny,1,2.325,1
two year,1,electronic check,64.7,4746.05,dsl,1,1,1,1,yes,yes,0,0,male,0,1,0,72,6166-yipfo,0,2.1566666666666667,0
two year,1,credit card (automatic),64.05,3886.85,dsl,1,0,1,1,yes,yes,0,0,male,1,1,0,59,6167-syrng,,2.135,2
month-to-month,1,electronic check,70.3,235.5,fiber optic,0,0,0,0,no,no,1,0,female,1,0,0,3,6168-wfvvf,1,2.3433333333333333,1
month-to-month,1,electronic check,111.35,6519.75,fiber optic,0,1,1,1,yes,yes,1,1,male,0,0,0,59,6168-ybynp,0,3.7116666666666664,0
two year,1,credit card (automatic),74.3,4166.35,dsl,1,1,1,1,yes,no,1,0,female,0,0,0,57,6169-pgncd,0,2.4766666666666666,0
two year,0,bank transfer (automatic),20.5,759.35,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,35,6169-ppetc,0,0.6833333333333333,0
month-to-month,0,bank transfer (automatic),66.25,2907.35,dsl,1,1,0,1,no,no,1,1,male,0,1,0,43,6171-ztvyb,0,2.2083333333333335,0
month-to-month,0,electronic check,84.5,4254.85,fiber optic,0,0,0,0,yes,no,1,1,male,0,1,1,49,6172-fecyy,1,2.816666666666667,1
month-to-month,1,credit card (automatic),94.65,6079.0,fiber optic,0,0,0,0,yes,yes,1,1,male,1,1,0,67,6173-golsu,0,3.1550000000000002,0
month-to-month,1,bank transfer (automatic),83.35,4065.0,fiber optic,0,1,1,0,no,no,1,1,male,0,1,0,47,6173-itpwd,1,2.7783333333333333,1
one year,1,bank transfer (automatic),30.75,1489.3,dsl,1,0,0,0,no,no,0,0,male,0,0,0,46,6174-nrbtz,0,1.025,0
month-to-month,0,mailed check,78.75,426.35,fiber optic,0,0,0,0,no,yes,1,0,male,0,0,0,5,6175-irfit,0,2.625,0
two year,1,credit card (automatic),97.95,7114.25,fiber optic,1,1,1,0,yes,no,1,1,male,0,1,0,72,6176-yjwas,0,3.265,0
two year,0,credit card (automatic),55.5,2627.35,dsl,1,1,0,0,no,no,1,0,female,0,0,0,48,6177-pevra,0,1.85,0
month-to-month,1,electronic check,78.3,909.25,fiber optic,1,0,0,0,no,no,1,1,female,0,0,1,12,6178-kfnhs,1,2.61,1
month-to-month,1,credit card (automatic),108.15,4600.7,fiber optic,1,1,0,1,yes,yes,1,0,female,1,0,0,43,6179-gjpso,1,3.605,1
month-to-month,0,mailed check,24.3,100.2,dsl,0,0,0,0,no,no,0,0,male,0,0,0,5,6180-ybiqi,0,0.81,0
two year,0,credit card (automatic),24.75,1859.1,no,0,0,0,0,no internet service,no internet service,1,1,male,0,1,1,72,6181-axxyf,0,0.825,0
month-to-month,1,mailed check,19.6,55.25,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,0,3,6184-dyuob,0,0.6533333333333334,0
month-to-month,0,electronic check,46.3,46.3,dsl,0,0,0,0,no,no,1,0,male,1,0,0,1,6185-tasnn,0,1.5433333333333332,0
one year,1,credit card (automatic),20.25,814.75,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,0,38,6188-uxbbr,0,0.675,0
one year,1,credit card (automatic),81.15,4126.2,dsl,1,1,1,1,yes,no,1,1,male,0,0,0,51,6194-hbgqn,0,2.705,0
one year,1,mailed check,54.65,3134.7,dsl,0,1,0,1,no,no,1,0,male,0,0,0,57,6195-melti,0,1.8216666666666665,0
two year,1,electronic check,99.35,6347.55,fiber optic,1,1,1,0,yes,no,1,1,male,0,1,0,65,6196-hbobz,0,3.3116666666666665,0
one year,0,bank transfer (automatic),109.8,6109.65,fiber optic,1,1,1,0,yes,yes,1,1,female,0,1,0,56,6198-pnnsz,0,3.6599999999999997,0
month-to-month,0,electronic check,92.6,1579.7,fiber optic,0,0,0,0,yes,yes,1,1,female,0,1,0,17,6198-rtpmf,0,3.0866666666666664,0
month-to-month,0,electronic check,75.6,402.5,fiber optic,0,0,0,0,no,no,1,1,female,0,0,0,5,6198-zfioj,0,2.52,0
two year,0,mailed check,26.1,692.55,no,0,0,0,0,no internet service,no internet service,1,1,female,0,1,1,29,6199-ipcao,0,0.87,0
one year,0,electronic check,100.25,4753.85,fiber optic,0,0,0,1,yes,yes,1,1,female,1,1,0,46,6199-iwkgc,0,3.341666666666667,0
one year,1,credit card (automatic),76.0,1783.6,fiber optic,0,0,0,0,no,no,1,1,female,0,0,0,22,6202-dyyfx,0,2.533333333333333,0
one year,1,electronic check,19.9,164.6,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,9,6202-jvyeu,0,0.6633333333333333,0
two year,0,credit card (automatic),63.9,3334.95,dsl,1,1,1,1,yes,yes,0,0,male,0,0,0,52,6203-hbzpa,0,2.13,0
month-to-month,0,credit card (automatic),80.1,217.55,fiber optic,0,0,1,1,no,no,1,0,female,0,0,0,3,6204-ieuxj,1,2.67,1
month-to-month,1,credit card (automatic),58.6,1502.65,dsl,1,1,1,0,yes,yes,0,0,female,0,1,1,25,6207-wiolx,1,1.9533333333333334,1
month-to-month,1,credit card (automatic),99.45,919.4,fiber optic,0,1,0,0,yes,yes,1,1,male,1,0,0,9,6210-kbbpi,1,3.315,1
month-to-month,1,electronic check,43.85,2751.0,dsl,0,1,0,1,yes,no,0,0,female,1,0,0,64,6211-whmya,0,1.4616666666666667,0
two year,0,credit card (automatic),99.7,6330.4,fiber optic,1,0,1,0,yes,yes,1,0,male,0,1,0,63,6211-wwltf,0,3.3233333333333333,0
month-to-month,1,electronic check,95.7,4729.75,fiber optic,0,0,0,0,yes,yes,1,1,female,0,0,0,50,6212-atmlk,0,3.19,0
month-to-month,0,electronic check,55.15,1206.05,dsl,0,1,0,1,no,no,1,0,female,0,1,1,22,6214-edakz,1,1.8383333333333334,1
month-to-month,1,electronic check,99.7,1566.75,fiber optic,1,0,0,0,yes,yes,1,1,male,0,0,0,15,6215-nqcpy,0,3.3233333333333333,0
two year,1,mailed check,19.6,1170.55,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,1,57,6217-kdywc,0,0.6533333333333334,0
month-to-month,1,bank transfer (automatic),75.4,1322.55,dsl,0,1,0,0,yes,yes,1,1,female,0,1,0,17,6217-towgs,0,2.5133333333333336,0
month-to-month,0,electronic check,59.45,357.6,dsl,0,1,0,0,yes,no,1,0,male,0,0,0,6,6218-knubd,0,1.9816666666666667,0
month-to-month,1,credit card (automatic),73.25,131.05,fiber optic,0,0,0,0,no,no,1,1,male,0,0,0,2,6221-avqyl,1,2.441666666666667,1
one year,1,mailed check,20.65,958.1,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,42,6223-dhjgv,0,0.6883333333333332,0
month-to-month,1,electronic check,35.45,35.45,dsl,0,0,0,0,no,yes,0,0,male,0,0,0,1,6225-vnqsj,,1.1816666666666669,2
one year,0,bank transfer (automatic),99.5,6841.45,fiber optic,0,0,1,0,yes,yes,1,1,male,0,1,0,69,6227-fbdxh,0,3.316666666666667,0
month-to-month,0,bank transfer (automatic),69.0,994.8,fiber optic,0,0,0,0,no,no,1,0,female,0,0,1,15,6227-hwpwx,1,2.3,1
month-to-month,1,electronic check,79.7,497.6,fiber optic,0,0,0,0,yes,no,1,0,male,1,0,0,6,6229-lsckb,0,2.6566666666666667,0
one year,1,mailed check,52.0,2884.9,dsl,1,1,0,1,yes,no,0,0,male,0,1,1,56,6229-uolql,0,1.7333333333333334,0
month-to-month,1,electronic check,85.0,85.0,fiber optic,0,0,1,0,no,yes,1,0,female,1,0,0,1,6230-bsuxy,1,2.8333333333333335,1
month-to-month,1,mailed check,20.5,77.6,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,4,6231-wfgfh,0,0.6833333333333333,0
month-to-month,1,credit card (automatic),89.3,4192.15,fiber optic,0,0,1,0,no,yes,1,1,female,0,0,0,45,6233-hxjmx,0,2.9766666666666666,0
month-to-month,0,credit card (automatic),95.9,2234.95,fiber optic,1,0,0,1,yes,no,1,1,male,0,1,0,22,6234-pfpxl,0,3.1966666666666668,0
two year,0,bank transfer (automatic),99.9,7251.7,fiber optic,1,1,0,1,yes,no,1,1,female,0,1,1,72,6234-raapl,0,3.33,0
month-to-month,0,electronic check,28.45,131.05,dsl,0,1,0,0,no,no,0,0,female,1,0,0,5,6235-vdhom,1,0.9483333333333334,1
month-to-month,1,electronic check,35.0,553.0,dsl,0,0,0,0,no,yes,0,0,female,0,0,1,18,6240-eurks,1,1.1666666666666667,1
two year,0,mailed check,96.6,6424.25,fiber optic,1,1,1,1,no,no,1,1,male,0,1,0,66,6242-fegfd,0,3.2199999999999998,0
month-to-month,1,electronic check,95.1,2326.05,fiber optic,1,0,0,0,yes,yes,1,0,female,1,1,0,23,6242-mbhpk,0,3.17,0
one year,1,credit card (automatic),94.95,5791.85,fiber optic,1,1,0,0,yes,no,1,1,male,0,1,1,62,6242-sgyts,0,3.165,0
month-to-month,1,electronic check,44.95,996.85,dsl,0,0,0,0,yes,yes,0,0,female,0,0,0,23,6243-ozgfh,0,1.4983333333333335,0
two year,1,credit card (automatic),95.2,6671.7,fiber optic,0,0,0,1,yes,yes,1,0,male,0,1,1,69,6244-besbm,0,3.1733333333333333,0
one year,0,mailed check,20.4,1226.45,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,61,6248-bshkg,0,0.6799999999999999,0
two year,1,bank transfer (automatic),80.6,5460.2,dsl,1,0,0,1,yes,yes,1,1,female,0,1,1,70,6248-tkcqv,0,2.6866666666666665,0
one year,0,electronic check,84.4,4484.05,fiber optic,1,0,1,1,no,no,1,0,male,0,0,0,54,6250-cggun,0,2.8133333333333335,0
one year,0,credit card (automatic),68.1,2479.25,dsl,1,0,1,1,no,no,1,1,female,0,1,0,37,6252-dfgtk,0,2.27,0
two year,0,mailed check,71.1,5224.95,dsl,1,1,1,1,no,no,1,1,female,0,1,1,71,6253-gnhwh,0,2.3699999999999997,0
one year,1,electronic check,64.75,877.35,dsl,0,0,0,0,yes,yes,1,0,male,0,1,1,13,6253-wrfhy,0,2.158333333333333,0
two year,1,credit card (automatic),104.15,7365.3,fiber optic,0,1,0,1,yes,yes,1,1,male,0,1,0,71,6257-dtayd,0,3.4716666666666667,0
month-to-month,1,mailed check,50.8,202.3,dsl,0,0,0,1,no,no,1,0,male,0,0,0,4,6257-rjohi,0,1.6933333333333331,0
month-to-month,0,mailed check,23.5,173.0,no,0,0,0,0,no internet service,no internet service,1,1,male,0,0,0,7,6258-ngcng,0,0.7833333333333333,0
two year,1,credit card (automatic),90.8,6302.85,dsl,1,1,1,1,yes,yes,1,1,male,0,1,0,68,6258-pvzwj,0,3.0266666666666664,0
month-to-month,1,credit card (automatic),81.1,2619.25,fiber optic,0,0,1,0,no,no,1,1,male,1,0,0,32,6259-wjqlc,0,2.703333333333333,0
month-to-month,1,mailed check,62.8,62.8,dsl,0,0,0,0,yes,yes,1,0,male,0,0,0,1,6260-onulr,0,2.0933333333333333,0
one year,0,mailed check,19.7,117.8,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,4,6260-xlacs,0,0.6566666666666666,0
month-to-month,1,credit card (automatic),54.75,1406.9,dsl,0,1,1,0,no,no,1,0,female,0,0,0,26,6261-lhrtg,0,1.825,0
one year,0,credit card (automatic),73.9,3160.55,dsl,1,1,1,1,no,yes,1,0,female,0,0,0,42,6261-rcvns,1,2.4633333333333334,1
two year,0,bank transfer (automatic),20.4,609.1,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,31,6265-frmtq,0,0.6799999999999999,0
one year,0,credit card (automatic),95.75,6511.25,fiber optic,0,1,1,0,yes,no,1,1,male,0,1,1,69,6265-sxwbu,0,3.191666666666667,0
